instance_id,n,density_target,graph_seed,p,optimizer_seed,success,nit,nfev,optimizer,maxiter,T_opt_s,expected_cut,approx_ratio,p_opt_exact,final_shots,hits_opt,p_opt_sample,p_opt_ci_lo,p_opt_ci_hi,initial_params,final_params,message,threshold_q090,rho_uniform_q090,p_target_exact_q090,expected_repetitions_q090,threshold_q095,rho_uniform_q095,p_target_exact_q095,expected_repetitions_q095,threshold_q100,rho_uniform_q100,p_target_exact_q100,expected_repetitions_q100,oper_threshold_l025,oper_rho_uniform_l025,oper_feasible_l025,oper_p_target_exact_l025,oper_expected_repetitions_l025,oper_threshold_l040,oper_rho_uniform_l040,oper_feasible_l040,oper_p_target_exact_l040,oper_expected_repetitions_l040,oper_threshold_l055,oper_rho_uniform_l055,oper_feasible_l055,oper_p_target_exact_l055,oper_expected_repetitions_l055
n10_d25_s17,10,0.25,17,1,0,True,5,27,L-BFGS-B,60,0.007880633999775455,33.70555264652121,0.571280553330868,0.016285120248239096,4096,59,0.014404296875,0.011183814817094736,0.01853476333878874,"[3.5287294141677674, 2.820136066220062]","[3.504581698303302, 2.748893585809978]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.03279113551423036,30.496046700366026,57,0.0078125,0.03279113551423036,30.496046700366026,59,0.00390625,0.016285120248239096,61.4057486071145,37,0.21484375,True,0.3935603298922351,2.5409064990717445,42,0.0859375,True,0.19246716463351882,5.195691441208287,46,0.05078125,True,0.13882979378471205,7.203064794223732
n10_d25_s17,10,0.25,17,1,1,True,9,45,L-BFGS-B,60,0.012794279999980063,42.02933166366745,0.7123615536214822,0.07657573940019098,4096,330,0.08056640625,0.07261905343815052,0.08929975866431696,"[0.03150364209054807, 2.2509822567250026]","[0.11359467372725163, 1.9634954118423158]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.13685635502710514,7.3069314158041445,57,0.0078125,0.13685635502710514,7.3069314158041445,59,0.00390625,0.07657573940019098,13.058966297065961,37,0.21484375,True,0.6886635929845443,1.4520877975648163,42,0.0859375,True,0.4833616564817924,2.068844283757681,46,0.05078125,True,0.38262977769946493,2.613492358102474
n10_d25_s17,10,0.25,17,1,2,True,1,6,L-BFGS-B,60,0.0018584819999887259,29.5,0.5,0.00390625,4096,23,0.005615234375,0.003744712895050349,0.00841221056682197,"[0.550699323661081, 2.553727599613405]","[0.0, 0.0]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.0078125,128.0,57,0.0078125,0.0078125,128.0,59,0.00390625,0.00390625,256.0,37,0.21484375,True,0.21484375,4.654545454545454,42,0.0859375,True,0.0859375,11.636363636363637,46,0.05078125,True,0.05078125,19.692307692307693
n10_d25_s17,10,0.25,17,1,3,True,1,6,L-BFGS-B,60,0.001961949000360619,29.5,0.5,0.00390625,4096,10,0.00244140625,0.0013266895763215114,0.004488525246046777,"[3.5525641580261405, 1.896169765139098]","[6.283185307179586, 0.0]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.0078125,128.0,57,0.0078125,0.0078125,128.0,59,0.00390625,0.00390625,256.0,37,0.21484375,True,0.21484375,4.654545454545454,42,0.0859375,True,0.0859375,11.636363636363637,46,0.05078125,True,0.05078125,19.692307692307693
n10_d25_s17,10,0.25,17,1,4,True,1,6,L-BFGS-B,60,0.001968909000424901,29.5,0.5,0.00390625,4096,15,0.003662109375,0.0022205922771783033,0.006033741252691535,"[3.9759708282718824, 0.8316968429718057]","[6.283185307179586, 0.0]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.0078125,128.0,57,0.0078125,0.0078125,128.0,59,0.00390625,0.00390625,256.0,37,0.21484375,True,0.21484375,4.654545454545454,42,0.0859375,True,0.0859375,11.636363636363637,46,0.05078125,True,0.05078125,19.692307692307693
n10_d25_s17,10,0.25,17,1,5,True,9,54,L-BFGS-B,60,0.3564782520006702,33.705552646521,0.5712805533308644,0.01628512225840856,4096,85,0.020751953125,0.016814398921352457,0.02558759651353908,"[2.6749237973267217, 2.2988822526059005]","[2.7786035929905837, 1.9634954891147676]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.03279113896875169,30.49604348763091,57,0.0078125,0.03279113896875169,30.49604348763091,59,0.00390625,0.01628512225840856,61.405741027437855,37,0.21484375,True,0.39356032978806305,2.5409064997443007,42,0.0859375,True,0.19246717533888175,5.1956911522147875,46,0.05078125,True,0.13882980822404478,7.203064045051414
n10_d25_s17,10,0.25,17,1,6,True,1,6,L-BFGS-B,60,0.001512678999461059,29.5,0.5,0.00390625,4096,12,0.0029296875,0.0016767322242621596,0.005114130081106749,"[1.2545785440505357, 2.191965148212721]","[0.0, 3.141592653589793]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.0078125,128.0,57,0.0078125,0.0078125,128.0,59,0.00390625,0.00390625,256.0,37,0.21484375,True,0.21484375,4.654545454545454,42,0.0859375,True,0.0859375,11.636363636363637,46,0.05078125,True,0.05078125,19.692307692307693
n10_d25_s17,10,0.25,17,1,7,True,6,30,L-BFGS-B,60,0.19070699799976865,35.20712215798397,0.5967308840336266,0.038227852726043905,4096,150,0.03662109375,0.031289416276572425,0.04282112235583926,"[4.992419089526779, 1.2102561185131955]","[5.186588561340885, 1.1780972369113478]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.0395760168835669,25.267828314860783,57,0.0078125,0.0395760168835669,25.267828314860783,59,0.00390625,0.038227852726043905,26.15893723266123,37,0.21484375,True,0.40604204188034293,2.462799160818651,42,0.0859375,True,0.21435648389841622,4.665125970595325,46,0.05078125,True,0.1664959584348168,6.006151797321256
n10_d25_s17,10,0.25,17,1,8,True,1,6,L-BFGS-B,60,0.025812129000769346,29.5,0.5,0.003906250000000002,4096,10,0.00244140625,0.0013266895763215114,0.004488525246046777,"[2.538842263712405, 0.752069543936532]","[1.5879300200928732, 3.141592653589793]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.007812500000000002,127.99999999999997,57,0.0078125,0.007812500000000002,127.99999999999997,59,0.00390625,0.003906250000000002,255.9999999999999,37,0.21484375,True,0.21484375,4.654545454545454,42,0.0859375,True,0.0859375,11.636363636363637,46,0.05078125,True,0.05078124999999999,19.692307692307693
n10_d25_s17,10,0.25,17,1,9,True,7,30,L-BFGS-B,60,0.26567024500036496,35.20712215798389,0.5967308840336253,0.038227854826370096,4096,168,0.041015625,0.03535968232460542,0.04753168365481184,"[1.117493888513515, 2.0187250623159874]","[1.0965967361240714, 1.9634954495569967]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.03957601888884571,25.267827034564224,57,0.0078125,0.03957601888884571,25.267827034564224,59,0.00390625,0.038227854826370096,26.158935795429105,37,0.21484375,True,0.4060420437614696,2.4627991494089034,42,0.0859375,True,0.21435648485297049,4.665125949820978,46,0.05078125,True,0.16649595714877646,6.0061518437136945
n10_d25_s17,10,0.25,17,1,10,True,7,30,L-BFGS-B,60,0.258513992999724,34.720588007925706,0.5884845425072154,0.019338042778696832,4096,83,0.020263671875,0.01637682567489716,0.025049522276993755,"[5.853920560895691, 1.8099329486208533]","[5.910188042555888, 1.963495438334535]",CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,0.0078125,0.039025514716578905,25.62426164683429,57,0.0078125,0.039025514716578905,25.62426164683429,59,0.00390625,0.019338042778696832,51.71154141315788,37,0.21484375,True,0.4135451619828643,2.41811558187552,42,0.0859375,True,0.2227554198534463,4.489228592767408,46,0.05078125,True,0.15482464111265948,6.458920187467713
