model_n,state_count,target_event_count,rho_target_model,first_peak_continuous,eps_model,oracle_cost_norm,k_star,p_eff,normalized_cost,evidence_label
12,4096,1,0.000244140625,49.76343700822132,0.0,0.5,37,0.849160472840825,56.5,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,0.620928906036742,37,0.849160472840825,60.97436952335946,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,0.7711054127039704,37,0.849160472840825,66.53090027004691,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,0.9576032806985736,37,0.849160472840825,73.43132138584721,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,1.189207115002721,37,0.849160472840825,82.00066325510068,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,1.4768261459394993,37,0.849160472840825,92.64256739976149,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,1.8340080864093424,37,0.849160472840825,105.85829919714568,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,2.2775772695133836,37,0.849160472840825,122.2703589719952,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,2.8284271247461903,37,0.849160472840825,142.65180361560905,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,3.5125043207466,37,0.849160472840825,167.96265986762418,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,4.362030930661032,37,0.849160472840825,199.39514443445816,analytical threshold-event sensitivity; not Max-Cut ground truth
12,4096,1,0.000244140625,49.76343700822132,0.0,5.41702218774757,37,0.849160472840825,238.42982094666007,analytical threshold-event sensitivity; not Max-Cut ground truth
